tanggal,kab_kota,pasar,komoditas_id,komoditas_nama,harga
2025-12-31,Kota Kediri,Pasar Pahing,16,Telur Ayam Ras / kg,28000
2025-12-25,Kota Kediri,Pasar Setono Betek,16,Telur Ayam Ras / kg,29500
2025-12-26,Kota Kediri,Pasar Setono Betek,16,Telur Ayam Ras / kg,29500
2025-12-27,Kota Kediri,Pasar Setono Betek,16,Telur Ayam Ras / kg,29500
2025-12-28,Kota Kediri,Pasar Setono Betek,16,Telur Ayam Ras / kg,29500
2025-12-29,Kota Kediri,Pasar Setono Betek,16,Telur Ayam Ras / kg,28500
2025-12-30,Kota Kediri,Pasar Setono Betek,16,Telur Ayam Ras / kg,28500
2025-12-31,Kota Kediri,Pasar Setono Betek,16,Telur Ayam Ras / kg,28500
2025-12-25,Kabupaten Jember,Pasar Kreongan,16,Telur Ayam Ras / kg,29000
2025-12-26,Kabupaten Jember,Pasar Kreongan,16,Telur Ayam Ras / kg,28000
2025-12-27,Kabupaten Jember,Pasar Kreongan,16,Telur Ayam Ras / kg,28000
2025-12-28,Kabupaten Jember,Pasar Kreongan,16,Telur Ayam Ras / kg,28500
2025-12-29,Kabupaten Jember,Pasar Kreongan,16,Telur Ayam Ras / kg,28000
2025-12-30,Kabupaten Jember,Pasar Kreongan,16,Telur Ayam Ras / kg,28000
2025-12-31,Kabupaten Jember,Pasar Kreongan,16,Telur Ayam Ras / kg,28000
2025-12-25,Kabupaten Jember,Pasar Mangli,16,Telur Ayam Ras / kg,28000
2025-12-26,Kabupaten Jember,Pasar Mangli,16,Telur Ayam Ras / kg,28000
2025-12-27,Kabupaten Jember,Pasar Mangli,16,Telur Ayam Ras / kg,28000
2025-12-28,Kabupaten Jember,Pasar Mangli,16,Telur Ayam Ras / kg,28000
2025-12-29,Kabupaten Jember,Pasar Mangli,16,Telur Ayam Ras / kg,28000
2025-12-30,Kabupaten Jember,Pasar Mangli,16,Telur Ayam Ras / kg,28000
2025-12-31,Kabupaten Jember,Pasar Mangli,16,Telur Ayam Ras / kg,28000
2025-12-25,Kabupaten Jember,Pasar Tanjung,16,Telur Ayam Ras / kg,29000
2025-12-26,Kabupaten Jember,Pasar Tanjung,16,Telur Ayam Ras / kg,29000
2025-12-27,Kabupaten Jember,Pasar Tanjung,16,Telur Ayam Ras / kg,29000
2025-12-28,Kabupaten Jember,Pasar Tanjung,16,Telur Ayam Ras / kg,28000
2025-12-29,Kabupaten Jember,Pasar Tanjung,16,Telur Ayam Ras / kg,28000
2025-12-30,Kabupaten Jember,Pasar Tanjung,16,Telur Ayam Ras / kg,28000
2025-12-31,Kabupaten Jember,Pasar Tanjung,16,Telur Ayam Ras / kg,28000
2025-12-25,Kabupaten Jember,Pasar Tegal Besar,16,Telur Ayam Ras / kg,29000
2025-12-26,Kabupaten Jember,Pasar Tegal Besar,16,Telur Ayam Ras / kg,29000
2025-12-27,Kabupaten Jember,Pasar Tegal Besar,16,Telur Ayam Ras / kg,29000
2025-12-28,Kabupaten Jember,Pasar Tegal Besar,16,Telur Ayam Ras / kg,29000
2025-12-29,Kabupaten Jember,Pasar Tegal Besar,16,Telur Ayam Ras / kg,29000
2025-12-30,Kabupaten Jember,Pasar Tegal Besar,16,Telur Ayam Ras / kg,29000
2025-12-31,Kabupaten Jember,Pasar Tegal Besar,16,Telur Ayam Ras / kg,28000
2025-12-25,Kabupaten Jember,Pasar Wirolegi,16,Telur Ayam Ras / kg,29000
2025-12-26,Kabupaten Jember,Pasar Wirolegi,16,Telur Ayam Ras / kg,29000
2025-12-27,Kabupaten Jember,Pasar Wirolegi,16,Telur Ayam Ras / kg,28500
2025-12-28,Kabupaten Jember,Pasar Wirolegi,16,Telur Ayam Ras / kg,28500
2025-12-29,Kabupaten Jember,Pasar Wirolegi,16,Telur Ayam Ras / kg,27500
2025-12-30,Kabupaten Jember,Pasar Wirolegi,16,Telur Ayam Ras / kg,27500
2025-12-31,Kabupaten Jember,Pasar Wirolegi,16,Telur Ayam Ras / kg,27500
2025-12-25,Kabupaten Bangkalan,Pasar Baru Bancaran,16,Telur Ayam Ras / kg,29000
2025-12-26,Kabupaten Bangkalan,Pasar Baru Bancaran,16,Telur Ayam Ras / kg,29000
2025-12-27,Kabupaten Bangkalan,Pasar Baru Bancaran,16,Telur Ayam Ras / kg,29000
2025-12-28,Kabupaten Bangkalan,Pasar Baru Bancaran,16,Telur Ayam Ras / kg,29000
2025-12-29,Kabupaten Bangkalan,Pasar Baru Bancaran,16,Telur Ayam Ras / kg,29000
2025-12-30,Kabupaten Bangkalan,Pasar Baru Bancaran,16,Telur Ayam Ras / kg,29000
2025-12-31,Kabupaten Bangkalan,Pasar Baru Bancaran,16,Telur Ayam Ras / kg,29000
2025-12-25,Kabupaten Bangkalan,Pasar Ki Lemah Duwur,16,Telur Ayam Ras / kg,28000
2025-12-26,Kabupaten Bangkalan,Pasar Ki Lemah Duwur,16,Telur Ayam Ras / kg,28000
2025-12-27,Kabupaten Bangkalan,Pasar Ki Lemah Duwur,16,Telur Ayam Ras / kg,28000
2025-12-28,Kabupaten Bangkalan,Pasar Ki Lemah Duwur,16,Telur Ayam Ras / kg,28000
2025-12-29,Kabupaten Bangkalan,Pasar Ki Lemah Duwur,16,Telur Ayam Ras / kg,28000
2025-12-30,Kabupaten Bangkalan,Pasar Ki Lemah Duwur,16,Telur Ayam Ras / kg,29000
2025-12-31,Kabupaten Bangkalan,Pasar Ki Lemah Duwur,16,Telur Ayam Ras / kg,29000
2025-12-25,Kabupaten Bangkalan,Pasar Senenan,16,Telur Ayam Ras / kg,28000
2025-12-26,Kabupaten Bangkalan,Pasar Senenan,16,Telur Ayam Ras / kg,28000
2025-12-27,Kabupaten Bangkalan,Pasar Senenan,16,Telur Ayam Ras / kg,28000
2025-12-28,Kabupaten Bangkalan,Pasar Senenan,16,Telur Ayam Ras / kg,28000
2025-12-29,Kabupaten Bangkalan,Pasar Senenan,16,Telur Ayam Ras / kg,28000
2025-12-30,Kabupaten Bangkalan,Pasar Senenan,16,Telur Ayam Ras / kg,28000
2025-12-31,Kabupaten Bangkalan,Pasar Senenan,16,Telur Ayam Ras / kg,28000
2025-12-25,Kabupaten Banyuwangi,Pasar Banyuwangi,16,Telur Ayam Ras / kg,29000
2025-12-26,Kabupaten Banyuwangi,Pasar Banyuwangi,16,Telur Ayam Ras / kg,29000
2025-12-27,Kabupaten Banyuwangi,Pasar Banyuwangi,16,Telur Ayam Ras / kg,29000
2025-12-28,Kabupaten Banyuwangi,Pasar Banyuwangi,16,Telur Ayam Ras / kg,29000
2025-12-29,Kabupaten Banyuwangi,Pasar Banyuwangi,16,Telur Ayam Ras / kg,29000
2025-12-30,Kabupaten Banyuwangi,Pasar Banyuwangi,16,Telur Ayam Ras / kg,28500
2025-12-31,Kabupaten Banyuwangi,Pasar Banyuwangi,16,Telur Ayam Ras / kg,28500
2025-12-25,Kabupaten Banyuwangi,Pasar Blambangan,16,Telur Ayam Ras / kg,29000
2025-12-26,Kabupaten Banyuwangi,Pasar Blambangan,16,Telur Ayam Ras / kg,29000
2025-12-27,Kabupaten Banyuwangi,Pasar Blambangan,16,Telur Ayam Ras / kg,29000
2025-12-28,Kabupaten Banyuwangi,Pasar Blambangan,16,Telur Ayam Ras / kg,29000
2025-12-29,Kabupaten Banyuwangi,Pasar Blambangan,16,Telur Ayam Ras / kg,29000
2025-12-30,Kabupaten Banyuwangi,Pasar Blambangan,16,Telur Ayam Ras / kg,29000
2025-12-31,Kabupaten Banyuwangi,Pasar Blambangan,16,Telur Ayam Ras / kg,29000
2025-12-25,Kabupaten Banyuwangi,Pasar Genteng I,16,Telur Ayam Ras / kg,29000
2025-12-26,Kabupaten Banyuwangi,Pasar Genteng I,16,Telur Ayam Ras / kg,28000
2025-12-27,Kabupaten Banyuwangi,Pasar Genteng I,16,Telur Ayam Ras / kg,28000
2025-12-28,Kabupaten Banyuwangi,Pasar Genteng I,16,Telur Ayam Ras / kg,28000
2025-12-29,Kabupaten Banyuwangi,Pasar Genteng I,16,Telur Ayam Ras / kg,28000
2025-12-30,Kabupaten Banyuwangi,Pasar Genteng I,16,Telur Ayam Ras / kg,28500
2025-12-31,Kabupaten Banyuwangi,Pasar Genteng I,16,Telur Ayam Ras / kg,29000
2025-12-25,Kabupaten Banyuwangi,Pasar Jajag,16,Telur Ayam Ras / kg,30000
2025-12-26,Kabupaten Banyuwangi,Pasar Jajag,16,Telur Ayam Ras / kg,30000
2025-12-27,Kabupaten Banyuwangi,Pasar Jajag,16,Telur Ayam Ras / kg,30000
2025-12-28,Kabupaten Banyuwangi,Pasar Jajag,16,Telur Ayam Ras / kg,30000
2025-12-29,Kabupaten Banyuwangi,Pasar Jajag,16,Telur Ayam Ras / kg,30000
2025-12-30,Kabupaten Banyuwangi,Pasar Jajag,16,Telur Ayam Ras / kg,30000
2025-12-31,Kabupaten Banyuwangi,Pasar Jajag,16,Telur Ayam Ras / kg,30000
2025-12-25,Kabupaten Banyuwangi,Pasar Rogojampi,16,Telur Ayam Ras / kg,30000
2025-12-26,Kabupaten Banyuwangi,Pasar Rogojampi,16,Telur Ayam Ras / kg,29000
2025-12-27,Kabupaten Banyuwangi,Pasar Rogojampi,16,Telur Ayam Ras / kg,29000
2025-12-28,Kabupaten Banyuwangi,Pasar Rogojampi,16,Telur Ayam Ras / kg,29000
2025-12-29,Kabupaten Banyuwangi,Pasar Rogojampi,16,Telur Ayam Ras / kg,29000
2025-12-30,Kabupaten Banyuwangi,Pasar Rogojampi,16,Telur Ayam Ras / kg,29000
2025-12-31,Kabupaten Banyuwangi,Pasar Rogojampi,16,Telur Ayam Ras / kg,29000
2025-12-25,Kabupaten Blitar,Pasar Lodoyo,16,Telur Ayam Ras / kg,30000
2025-12-26,Kabupaten Blitar,Pasar Lodoyo,16,Telur Ayam Ras / kg,30000
2025-12-27,Kabupaten Blitar,Pasar Lodoyo,16,Telur Ayam Ras / kg,30000
2025-12-28,Kabupaten Blitar,Pasar Lodoyo,16,Telur Ayam Ras / kg,30000
2025-12-29,Kabupaten Blitar,Pasar Lodoyo,16,Telur Ayam Ras / kg,30000
2025-12-30,Kabupaten Blitar,Pasar Lodoyo,16,Telur Ayam Ras / kg,30000
2025-12-31,Kabupaten Blitar,Pasar Lodoyo,16,Telur Ayam Ras / kg,30000
2025-12-25,Kabupaten Blitar,Pasar Wlingi,16,Telur Ayam Ras / kg,28000
2025-12-26,Kabupaten Blitar,Pasar Wlingi,16,Telur Ayam Ras / kg,28000
2025-12-27,Kabupaten Blitar,Pasar Wlingi,16,Telur Ayam Ras / kg,28000
2025-12-28,Kabupaten Blitar,Pasar Wlingi,16,Telur Ayam Ras / kg,28000
2025-12-29,Kabupaten Blitar,Pasar Wlingi,16,Telur Ayam Ras / kg,28000
2025-12-30,Kabupaten Blitar,Pasar Wlingi,16,Telur Ayam Ras / kg,28000
2025-12-31,Kabupaten Blitar,Pasar Wlingi,16,Telur Ayam Ras / kg,28000
2025-12-25,Kabupaten Bojonegoro,Pasar Kota Baru,16,Telur Ayam Ras / kg,30000
2025-12-26,Kabupaten Bojonegoro,Pasar Kota Baru,16,Telur Ayam Ras / kg,29000
2025-12-27,Kabupaten Bojonegoro,Pasar Kota Baru,16,Telur Ayam Ras / kg,29000
2025-12-28,Kabupaten Bojonegoro,Pasar Kota Baru,16,Telur Ayam Ras / kg,29000
2025-12-29,Kabupaten Bojonegoro,Pasar Kota Baru,16,Telur Ayam Ras / kg,29000
2025-12-30,Kabupaten Bojonegoro,Pasar Kota Baru,16,Telur Ayam Ras / kg,29000
2025-12-31,Kabupaten Bojonegoro,Pasar Kota Baru,16,Telur Ayam Ras / kg,29000
2025-12-25,Kabupaten Bojonegoro,Pasar Wisata (Pasar Kota Lama),16,Telur Ayam Ras / kg,29000
2025-12-26,Kabupaten Bojonegoro,Pasar Wisata (Pasar Kota Lama),16,Telur Ayam Ras / kg,29000
2025-12-27,Kabupaten Bojonegoro,Pasar Wisata (Pasar Kota Lama),16,Telur Ayam Ras / kg,29000
2025-12-28,Kabupaten Bojonegoro,Pasar Wisata (Pasar Kota Lama),16,Telur Ayam Ras / kg,29000
2025-12-29,Kabupaten Bojonegoro,Pasar Wisata (Pasar Kota Lama),16,Telur Ayam Ras / kg,29000
2025-12-30,Kabupaten Bojonegoro,Pasar Wisata (Pasar Kota Lama),16,Telur Ayam Ras / kg,29000
2025-12-31,Kabupaten Bojonegoro,Pasar Wisata (Pasar Kota Lama),16,Telur Ayam Ras / kg,28000
2025-12-25,Kabupaten Bondowoso,Pasar Induk Bondowoso,16,Telur Ayam Ras / kg,29000
2025-12-26,Kabupaten Bondowoso,Pasar Induk Bondowoso,16,Telur Ayam Ras / kg,29000
2025-12-27,Kabupaten Bondowoso,Pasar Induk Bondowoso,16,Telur Ayam Ras / kg,29000
2025-12-28,Kabupaten Bondowoso,Pasar Induk Bondowoso,16,Telur Ayam Ras / kg,29000
2025-12-29,Kabupaten Bondowoso,Pasar Induk Bondowoso,16,Telur Ayam Ras / kg,29000
2025-12-30,Kabupaten Bondowoso,Pasar Induk Bondowoso,16,Telur Ayam Ras / kg,29000
2025-12-31,Kabupaten Bondowoso,Pasar Induk Bondowoso,16,Telur Ayam Ras / kg,29000
2025-12-25,Kabupaten Bondowoso,Pasar Maesan,16,Telur Ayam Ras / kg,29000
2025-12-26,Kabupaten Bondowoso,Pasar Maesan,16,Telur Ayam Ras / kg,29000
2025-12-27,Kabupaten Bondowoso,Pasar Maesan,16,Telur Ayam Ras / kg,29000
2025-12-28,Kabupaten Bondowoso,Pasar Maesan,16,Telur Ayam Ras / kg,29000
2025-12-29,Kabupaten Bondowoso,Pasar Maesan,16,Telur Ayam Ras / kg,29000
2025-12-30,Kabupaten Bondowoso,Pasar Maesan,16,Telur Ayam Ras / kg,29000
2025-12-31,Kabupaten Bondowoso,Pasar Maesan,16,Telur Ayam Ras / kg,29000
2025-12-25,Kabupaten Bondowoso,Pasar Prajekan,16,Telur Ayam Ras / kg,27500
2025-12-26,Kabupaten Bondowoso,Pasar Prajekan,16,Telur Ayam Ras / kg,27500
2025-12-27,Kabupaten Bondowoso,Pasar Prajekan,16,Telur Ayam Ras / kg,28000
2025-12-28,Kabupaten Bondowoso,Pasar Prajekan,16,Telur Ayam Ras / kg,28000
2025-12-29,Kabupaten Bondowoso,Pasar Prajekan,16,Telur Ayam Ras / kg,27000
2025-12-30,Kabupaten Bondowoso,Pasar Prajekan,16,Telur Ayam Ras / kg,27000
2025-12-31,Kabupaten Bondowoso,Pasar Prajekan,16,Telur Ayam Ras / kg,27500
2025-12-25,Kabupaten Bondowoso,Pasar Wonosari,16,Telur Ayam Ras / kg,28500
2025-12-26,Kabupaten Bondowoso,Pasar Wonosari,16,Telur Ayam Ras / kg,28500
2025-12-27,Kabupaten Bondowoso,Pasar Wonosari,16,Telur Ayam Ras / kg,29000
2025-12-28,Kabupaten Bondowoso,Pasar Wonosari,16,Telur Ayam Ras / kg,29000
2025-12-29,Kabupaten Bondowoso,Pasar Wonosari,16,Telur Ayam Ras / kg,28500
2025-12-30,Kabupaten Bondowoso,Pasar Wonosari,16,Telur Ayam Ras / kg,28500
2025-12-31,Kabupaten Bondowoso,Pasar Wonosari,16,Telur Ayam Ras / kg,28500
2025-12-25,Kabupaten Gresik,Pasar Baru,16,Telur Ayam Ras / kg,30000
2025-12-26,Kabupaten Gresik,Pasar Baru,16,Telur Ayam Ras / kg,30000
2025-12-27,Kabupaten Gresik,Pasar Baru,16,Telur Ayam Ras / kg,30000
2025-12-28,Kabupaten Gresik,Pasar Baru,16,Telur Ayam Ras / kg,30000
2025-12-29,Kabupaten Gresik,Pasar Baru,16,Telur Ayam Ras / kg,29000
2025-12-30,Kabupaten Gresik,Pasar Baru,16,Telur Ayam Ras / kg,29000
2025-12-31,Kabupaten Gresik,Pasar Baru,16,Telur Ayam Ras / kg,29000
2025-12-25,Kabupaten Gresik,Pasar Kota,16,Telur Ayam Ras / kg,31000
2025-12-26,Kabupaten Gresik,Pasar Kota,16,Telur Ayam Ras / kg,31000
2025-12-27,Kabupaten Gresik,Pasar Kota,16,Telur Ayam Ras / kg,31000
2025-12-28,Kabupaten Gresik,Pasar Kota,16,Telur Ayam Ras / kg,31000
2025-12-29,Kabupaten Gresik,Pasar Kota,16,Telur Ayam Ras / kg,31000
2025-12-30,Kabupaten Gresik,Pasar Kota,16,Telur Ayam Ras / kg,31000
2025-12-31,Kabupaten Gresik,Pasar Kota,16,Telur Ayam Ras / kg,31000
2025-12-25,Kabupaten Gresik,Pasar Sidomoro,16,Telur Ayam Ras / kg,31000
2025-12-26,Kabupaten Gresik,Pasar Sidomoro,16,Telur Ayam Ras / kg,31000
2025-12-27,Kabupaten Gresik,Pasar Sidomoro,16,Telur Ayam Ras / kg,31000
2025-12-28,Kabupaten Gresik,Pasar Sidomoro,16,Telur Ayam Ras / kg,31000
2025-12-29,Kabupaten Gresik,Pasar Sidomoro,16,Telur Ayam Ras / kg,31000
2025-12-30,Kabupaten Gresik,Pasar Sidomoro,16,Telur Ayam Ras / kg,29000
2025-12-31,Kabupaten Gresik,Pasar Sidomoro,16,Telur Ayam Ras / kg,29000
2025-12-25,Kabupaten Jombang,Pasar Cukir,16,Telur Ayam Ras / kg,29500
2025-12-26,Kabupaten Jombang,Pasar Cukir,16,Telur Ayam Ras / kg,29500
2025-12-27,Kabupaten Jombang,Pasar Cukir,16,Telur Ayam Ras / kg,29500
2025-12-28,Kabupaten Jombang,Pasar Cukir,16,Telur Ayam Ras / kg,28500
2025-12-29,Kabupaten Jombang,Pasar Cukir,16,Telur Ayam Ras / kg,28500
2025-12-30,Kabupaten Jombang,Pasar Cukir,16,Telur Ayam Ras / kg,28500
2025-12-31,Kabupaten Jombang,Pasar Cukir,16,Telur Ayam Ras / kg,28500
2025-12-25,Kabupaten Jombang,Pasar Ploso,16,Telur Ayam Ras / kg,30000
2025-12-26,Kabupaten Jombang,Pasar Ploso,16,Telur Ayam Ras / kg,30000
2025-12-27,Kabupaten Jombang,Pasar Ploso,16,Telur Ayam Ras / kg,30000
2025-12-28,Kabupaten Jombang,Pasar Ploso,16,Telur Ayam Ras / kg,29000
2025-12-29,Kabupaten Jombang,Pasar Ploso,16,Telur Ayam Ras / kg,29000
2025-12-30,Kabupaten Jombang,Pasar Ploso,16,Telur Ayam Ras / kg,27000
2025-12-31,Kabupaten Jombang,Pasar Ploso,16,Telur Ayam Ras / kg,28000
2025-12-25,Kabupaten Jombang,Pasar Pon,16,Telur Ayam Ras / kg,29000
2025-12-26,Kabupaten Jombang,Pasar Pon,16,Telur Ayam Ras / kg,29000
2025-12-27,Kabupaten Jombang,Pasar Pon,16,Telur Ayam Ras / kg,29000
2025-12-28,Kabupaten Jombang,Pasar Pon,16,Telur Ayam Ras / kg,29000
2025-12-29,Kabupaten Jombang,Pasar Pon,16,Telur Ayam Ras / kg,29000
2025-12-30,Kabupaten Jombang,Pasar Pon,16,Telur Ayam Ras / kg,27000
2025-12-31,Kabupaten Jombang,Pasar Pon,16,Telur Ayam Ras / kg,27000
2025-12-25,Kabupaten Kediri,Pasar Gringging,16,Telur Ayam Ras / kg,29500
